"ID","Not regional","Alsek","Chilkat_R","Copper_R","E_Vancouver_Is","Haida_Gwaii","Juan_de_Fuca","Kamchatka","King_Salmon_R","Low_Fraser_R","Low_Skeena_R","Low_Thompson_R","Mid_Fraser_R","Mid_Up_Yukon","N/Cent_BC_Cst","N_AK_Peninsula","N_Gulf_AK","N_Puget_Sound","N_Thompson_R","Nass_R","NSE_AK","S_BC_Cst","S_Puget_Sound","S_Thompson_R","Situk_R","SSE_AK","Stikine_R","Taku_R","Up_Fraser_R","Up_Skeena_R","W_AK_Cst","W_Vancouver_Is","WA_Cst"
"90839-115",0.9998,1.6e-07,2e-08,3.6e-07,0,0,0,0,4e-08,0,2.6e-07,8.6e-07,1e-07,0,2e-07,5.2e-07,2.58e-06,0,3.6e-07,2e-07,2.2e-06,0,0,0,8e-08,1.568e-05,0.00017402,3.8e-07,0,9.6e-07,1.02e-06,0,0
"90839-116",0.9998,6.96e-06,0,6.76e-06,0,0,0,1.048e-05,0,0,3.2e-07,4.4e-07,0,0,1e-07,6.14e-06,3.8e-06,0,1.8e-06,8e-08,2e-08,0,0,0,2.082e-05,4.52e-06,0.00013174,6.8e-07,0,5.4e-07,4.76e-06,0,4e-08
"90839-117",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-118",0.9993,3.29e-06,0,6.3e-06,0,0,0,0,0,0,7e-08,0,0,3.78e-06,0,1.022e-05,1.204e-05,0,0,7e-08,9.1e-07,0,0,0,1.05e-06,4.179e-05,0.00059969,4.2e-07,0,5.6e-07,1.981e-05,0,0
"90839-119",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-120",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-121",0.9986,0.0001358,9.8e-07,6.594e-05,0,0,0,8.26e-06,0,0,0,0,0,0,0,3.416e-05,2.492e-05,0,0,0,2.1e-06,0,0,0,6.72e-06,3.416e-05,0.0009912,2.1e-06,0,2.8e-07,9.338e-05,0,0
"90839-122",0.9995,5.25e-06,5e-08,5.3e-06,0,0,0,5e-08,0,0,0,0,0,1e-07,0,1.85e-06,9.55e-06,0,5e-08,5e-07,1.35e-06,0,0,0,1.65e-06,3.34e-05,0.00043035,9.5e-07,0,4.5e-07,8.75e-06,0,4e-07
"90839-123",0.798,0.0054944,0,0.0040804,0,0,0,0.001515,6.06e-05,0,0,0,0,0.0002424,0,0.001717,0.00303,0,0,4.04e-05,0.0001616,0,0,0,0.0022422,0.006262,0.1712354,0.0002828,0,8.08e-05,0.005555,0,0
"90839-124",0.999,2.55e-05,1e-07,8.13e-05,0,0,0,1e-07,0,0,1e-07,0,0,5e-07,0,7.2e-06,2.81e-05,0,0,5e-07,1.3e-06,0,0,0,2.4e-06,3.52e-05,0.000799,1.3e-06,0,1.4e-06,1.6e-05,0,0
"90839-125",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-126",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-127",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-128",0.9988,7.2e-06,2.4e-07,1.284e-05,0,0,0,0,0,0,2.76e-06,6e-07,1.32e-06,0,6e-07,9.6e-07,9.6e-07,0,1.08e-06,7.08e-06,2.52e-06,0,0,0,1.2e-06,8.664e-05,0.00104184,1.128e-05,0,1.836e-05,2.52e-06,0,0
"90839-129",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-130",0.9989,7.7e-07,2.2e-07,1.441e-05,0,0,0,1.54e-06,0,0,3.3e-07,0,0,1.1e-07,9.9e-07,1.617e-05,8.47e-06,0,0,1.1e-07,6.71e-06,0,0,0,2.64e-06,8.36e-05,0.0009515,5.5e-07,0,6.6e-07,1.078e-05,0,4.4e-07
"90839-131",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-132",0.9998,4e-08,2e-08,1.42e-06,0,0,0,0,0,0,2.4e-07,1.22e-06,4e-07,0,4e-08,7.2e-07,6.4e-07,0,9.2e-07,4.4e-07,2.56e-06,0,0,0,8e-08,1.52e-05,0.00017318,3e-07,2.4e-07,6.6e-07,1.68e-06,0,0
"90839-133",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-134",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-135",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-136",0.9999,4.1e-07,2e-08,3.9e-07,0,0,0,1e-07,0,0,1e-07,0,0,1e-08,0,9.7e-07,4.4e-07,0,8e-08,5.4e-07,1.27e-06,0,0,0,4.1e-07,6.14e-06,8.685e-05,4.8e-07,0,7.6e-07,1.01e-06,0,2e-08
"90839-137",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-138",0.9739,0.00022446,1.044e-05,0.00042021,0,0,0,1.566e-05,2.349e-05,0,0,0,0,1.305e-05,0,0.00018531,0.00028188,0,0,0,0.00032103,0,0,0,0.00018009,0.00130239,0.02249037,3.393e-05,0,1.566e-05,0.00058203,0,0
"90839-139",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-140",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-141",0.9959,0.00030381,0,0.00010578,0,0,0,9.43e-06,0,0,0,0,0,8.2e-07,0,3.485e-05,1.476e-05,0,4.1e-07,6.15e-06,1.64e-06,0,0,0,1.394e-05,0.00016605,0.00337512,7.38e-06,0,6.15e-06,5.371e-05,0,0
"90839-142",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-143",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-144",0.9999,7.3e-07,0,1.63e-06,0,0,0,0,0,0,1.1e-07,0,0,4e-08,9e-08,3.8e-07,1.44e-06,0,0,1e-08,2e-07,0,0,0,1.4e-07,6.8e-06,8.681e-05,3e-08,0,1.7e-07,1.42e-06,0,0
"90839-145",0.9999,0,0,1.9e-07,0,0,0,0,0,0,2.5e-07,1.1e-07,4e-08,1e-08,1.3e-07,1.26e-06,2.6e-07,0,5e-08,3.1e-07,8.2e-07,0,0,0,2e-08,8.28e-06,8.669e-05,2.1e-07,0,8.2e-07,5.5e-07,0,0
"90839-146",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-147",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-148",0.9998,9.4e-07,2e-08,2.36e-06,0,0,0,0,2e-08,0,1.2e-07,3.5e-06,1.4e-07,0,8e-08,8.8e-07,7.4e-07,0,4e-08,1e-07,5.4e-07,0,0,0,1.8e-07,1.472e-05,0.00017308,2e-07,4e-08,8.6e-07,1.42e-06,0,2e-08
"90839-149",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-150",0.9998,1.8e-07,0,1.32e-06,0,0,0,1e-07,0,0,1.2e-07,2e-08,0,4e-08,1e-07,1.16e-06,2.1e-06,0,0,2.6e-07,1.7e-06,0,0,0,2e-08,1.566e-05,0.00017336,8e-08,0,1.4e-07,3.62e-06,0,2e-08
"90839-151",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-152",0.9995,4.85e-06,5e-08,7.45e-06,0,0,0,2e-07,0,0,2e-07,5e-08,0,2e-07,3.5e-07,1.9e-06,1.7e-06,0,1.5e-07,1.55e-06,3.5e-06,5e-08,0,0,6e-07,3.975e-05,0.00043145,2e-07,0,2.95e-06,2.8e-06,0,5e-08
"90839-153",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-154",0.9998,5.4e-07,0,6.58e-06,0,0,0,1.4e-07,0,0,2.2e-07,2e-08,8e-08,0,2e-08,6.8e-07,1.2e-06,0,2.2e-07,1.2e-07,4e-07,0,0,0,1.94e-06,1.276e-05,0.00017204,7e-07,0,4.2e-07,1.92e-06,0,0
"90839-155",0.9997,1.02e-06,0,2.55e-06,0,0,0,0,0,0,1.2e-07,0,0,8.7e-07,0,1.77e-06,3.09e-06,0,0,1.2e-07,3e-07,0,0,0,1.59e-06,1.644e-05,0.00025437,4.5e-07,0,3e-07,1.701e-05,0,0
"90839-156",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-157",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-158",0.9994,6e-07,0,5.64e-06,0,0,0,0,0,0,9.6e-07,3.6e-07,1.8e-07,0,3e-07,5.28e-06,4.56e-06,0,0,1.8e-07,1.8e-06,0,0,0,1.98e-06,4.938e-05,0.00052026,1.44e-06,6e-08,1.14e-06,5.28e-06,0,6e-07
"90839-159",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-160",0.9999,4.7e-07,0,5.5e-07,0,0,0,5.5e-07,0,0,1e-08,0,1e-08,6e-08,2e-08,8.4e-07,3.4e-07,0,0,1e-08,7e-08,0,0,0,1.7e-07,9.35e-06,8.453e-05,1e-07,0,8e-08,2.84e-06,0,0
"90839-161",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-162",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-163",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-164",0.9537,6.945e-05,0,0.00043059,0,0,0,0.00038892,0,0,9.26e-06,0,0,0.00014816,9.26e-06,0.00043985,0.00139363,0,0,4.63e-06,4.63e-05,0,0,0,6.945e-05,0.00264836,0.03938741,0,0,1.389e-05,0.00123621,0,4.63e-06
"90839-165",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-166",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-167",0.9999,2.6e-07,0,5.9e-07,0,0,0,1.2e-07,1e-08,0,3e-08,6e-08,1e-08,0,0,1.53e-06,7.8e-07,0,1e-08,1.7e-07,4.6e-07,0,0,0,7e-08,7.27e-06,8.668e-05,2.7e-07,0,2.2e-07,1.46e-06,0,0
"90839-168",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-169",0.9999,3.4e-07,0,3.04e-06,0,0,0,6e-08,1e-08,0,5e-08,1e-08,2e-08,2e-08,7e-08,3.2e-07,3.5e-07,0,3e-08,1e-08,8.7e-07,0,0,0,7e-08,7.55e-06,8.571e-05,0,1e-08,6e-08,1.39e-06,0,1e-08
"90839-170",0.9691,6.489e-05,1.545e-05,0.00045732,0,0,0,3.09e-06,0,0,2.163e-05,1.545e-05,2.163e-05,0,0,0.00016068,0.00011742,0,3.09e-06,8.343e-05,0.00019158,0,0,3.09e-06,2.163e-05,0.00245037,0.02671923,7.416e-05,9.27e-06,0.00012669,0.00026265,0,7.725e-05
"90839-171",0.998,4.8e-06,5e-06,1.04e-05,0,0,0,2.4e-06,0,0,2e-06,0,0,2e-07,2e-07,1.74e-05,7.8e-06,0,2e-07,2.4e-06,2.2e-05,0,0,0,2e-06,0.000155,0.001734,8.2e-06,0,7.4e-06,1.86e-05,0,0
"90839-172",0.9999,2.82e-06,0,6.12e-06,0,0,0,2e-08,1e-08,0,0,4e-08,0,1.9e-07,0,9.6e-07,1.63e-06,0,0,4e-08,1.7e-07,0,0,0,1.4e-07,3.84e-06,7.936e-05,0,0,4e-08,4.62e-06,0,0
"90839-173",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-174",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-175",0.9993,4.9e-07,2.8e-07,7.7e-07,0,0,0,1.4e-07,0,0,3.36e-06,0,0,0,3.5e-07,2.1e-06,6.58e-06,0,0,1.33e-06,7.07e-06,7e-08,0,0,2.8e-07,5.978e-05,0.00060858,2.24e-06,0,4.83e-06,4.2e-07,0,1.33e-06
"90839-176",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-177",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-178",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-179",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-180",0.9999,7.6e-07,0,3.01e-06,0,0,0,3e-08,0,0,1e-08,0,2e-08,0,0,7.8e-07,8.5e-07,0,1e-08,3e-08,4.5e-07,0,0,0,3.6e-07,6.83e-06,8.608e-05,5e-08,1e-08,4e-08,6.8e-07,0,0
"90839-181",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-182",0.9839,5.796e-05,0,0.00016744,0,0,0,8.05e-05,3.22e-06,0,1.127e-05,0,1.61e-06,0,1.61e-06,0.00010787,9.66e-05,0,0,5.474e-05,8.694e-05,0,0,0,2.898e-05,0.00138299,0.01381702,9.66e-06,0,6.44e-05,0.00012719,0,0
"90839-183",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-184",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-185",0.9998,6.4e-07,0,8.2e-07,0,0,0,2e-08,0,0,2e-08,2e-08,2e-08,4e-08,0,3.1e-06,4.74e-06,0,2e-08,4e-08,5e-07,0,0,0,5.4e-07,1.422e-05,0.00017056,1.8e-07,0,1.2e-07,4.32e-06,0,8e-08
"90839-186",0.9924,0,0,0,7.6e-07,0,1.14e-05,0,0,0,0,0,0,0,7.6e-07,0,0,0.0008512,0,0,0,0,0.00673284,0,0,0,0,0,0,0,0,0,3.04e-06
"90839-187",0.9989,2.75e-06,1.1e-07,1.287e-05,0,0,0,0,0,0,2.2e-07,0,0,1.1e-07,0,8.8e-06,6.6e-06,0,0,1.43e-06,1.54e-06,0,0,0,1.21e-06,6.754e-05,0.00094996,6.49e-06,0,1.98e-06,3.817e-05,0,2.2e-07
"90839-188",0.9994,7.86e-06,1.2e-07,1.92e-05,0,0,0,2.742e-05,0,0,0,0,0,0,0,2.376e-05,6.18e-06,0,0,0,7.32e-06,0,0,0,2.46e-06,2.346e-05,0.00047106,0,0,6e-08,1.11e-05,0,0
"90839-189",0.9491,0.00017306,6.108e-05,0.0004581,0,0,0,0,0,0,6.108e-05,0,0,0,5.09e-06,9.162e-05,0.00011198,0,0,0.00018833,0.00057008,5.09e-06,0,0,5.09e-06,0.00344593,0.04440516,0.00036139,0,0.00034103,0.00061589,0,0
"90839-190",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-191",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-192",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-193",0.998,9.4e-06,0,4.32e-05,0,0,0,2e-06,0,0,6e-07,0,0,2e-06,1e-06,1.24e-05,2.68e-05,0,0,0,6e-07,0,0,0,1e-06,0.0001256,0.0017312,2e-06,0,6e-07,4.16e-05,0,0
"90839-194",0.9634,0.00013542,1.464e-05,0.00037332,0,0,0,8.784e-05,0,0,7.32e-06,3.66e-06,7.32e-06,0,2.562e-05,0.0003111,0.00044652,0,0,1.83e-05,0.0002379,0,0,0,1.83e-05,0.0028182,0.0316773,2.196e-05,0,1.464e-05,0.00037332,0,7.32e-06
"90839-195",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-196",0.9997,1.17e-06,9e-08,3.33e-06,0,0,0,4.5e-07,0,0,9e-08,0,6e-08,0,3e-08,1.98e-06,1.92e-06,0,3e-08,1.8e-07,2.04e-06,0,0,0,5.4e-07,2.511e-05,0.00025971,1.14e-06,0,5.1e-07,1.62e-06,0,0
"90839-197",0.9994,4.32e-06,0,1.014e-05,0,0,0,2.01e-05,3e-07,0,0,1.2e-07,6e-08,0,6e-08,3.9e-06,6.96e-06,0,0,0,1.38e-06,0,0,0,3.48e-06,3.06e-05,0.00051108,3.6e-07,0,3e-07,6.84e-06,0,0
"90839-198",0.9998,2.14e-06,0,2.5e-06,0,0,0,0,2e-08,0,2e-08,0,0,0,0,1.36e-06,8e-07,0,0,2e-07,8.4e-07,0,0,0,3.4e-07,1.658e-05,0.00017238,8.8e-07,0,3.4e-07,1.54e-06,0,6e-08
"90839-200",0.9025,0,0,0,2.925e-05,0,2.925e-05,0,0,0,0,0,0,0,0,0,0,0.01371825,0,0,0,0,0.08366475,0,0,0,0,0,0,0,0,9.75e-06,4.875e-05
"90839-201",0.9915,0,0,0,8.5e-07,0,9.35e-06,0,0,0,0,0,0,0,0,0,0,0.0004607,0,0,0,0,0.0080257,0,0,0,0,0,0,0,0,0,3.4e-06
"90839-202",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-203",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-204",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-205",0.8617,0.00058086,0,0.00091278,0,0,0,0.00049788,5.532e-05,0,2.766e-05,0,0,0,1.383e-05,0.00116172,0.00107874,0,0,0.00015213,0.00031809,0,0,0,0.0002766,0.01069059,0.11967099,9.681e-05,0,0.0001383,0.0026277,0,0
"90839-207",0.9818,6.188e-05,0,0.00025116,0,0,0,2.73e-05,0,0,5.46e-06,0,0,3.64e-05,0,0.00032578,0.00026754,0,0,0,4.55e-05,0,0,0,5.824e-05,0.0010647,0.01563562,9.1e-06,0,7.28e-06,0.00040404,0,0
"90839-208",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-209",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-210",0.9943,3.42e-06,1.71e-06,5.7e-06,0,0,0,0,0,0,9.69e-06,5.7e-07,1.71e-06,0,1.14e-05,0,5.13e-06,5.7e-07,2.85e-06,4.332e-05,6.783e-05,5.7e-07,1.71e-06,0,5.7e-07,0.00048963,0.00495387,1.938e-05,0,3.705e-05,1.197e-05,0,3.135e-05
"90839-211",0.9881,2.023e-05,0,0.00018326,0,0,0,2.38e-06,0,0,1.19e-06,0,1.19e-06,1.071e-05,4.76e-06,0.00018921,5.95e-05,0,0,9.52e-06,3.808e-05,0,0,0,1.071e-05,0.00083895,0.01027803,4.76e-06,0,8.33e-06,0.00023919,0,0
"90839-212",0.9995,3.15e-06,0,1.235e-05,0,0,0,1.55e-06,1.5e-07,0,5e-08,5e-08,0,1e-07,0,2.8e-06,4e-06,0,0,0,3.4e-06,0,0,0,2.3e-06,2.415e-05,0.00043085,5e-07,0,2.5e-07,1.435e-05,0,0
"90839-214",0.9999,9e-08,0,7.4e-07,0,0,0,1.2e-07,0,0,1e-08,1e-08,0,9e-08,0,2.26e-06,4.49e-06,0,0,0,3e-08,0,0,0,4.6e-07,2.95e-06,8.383e-05,2e-08,0,1e-08,4.89e-06,0,0
"90839-215",0.9888,3.024e-05,1.12e-06,1.008e-05,0,0,0,0,0,0,6.496e-05,0,0,0,3.024e-05,5.6e-06,5.6e-06,0,8.96e-06,0.0001064,1.12e-05,5.6e-06,0,0,2.016e-05,0.00090944,0.00975632,8.512e-05,0,0.00012656,1.792e-05,0,4.48e-06
"90839-216",0.9992,2.56e-06,0,0.00010944,0,0,0,1.28e-06,0,0,0,0,0,7.2e-07,0,7.008e-05,8e-06,0,0,0,1.28e-06,0,0,0,8.8e-07,2.456e-05,0.00056088,8e-08,0,0,2.024e-05,0,0
"90839-217",0.9996,2.8e-07,0,2e-07,0,0,0,7.6e-07,0,0,2e-07,0,0,0,1.6e-07,4.32e-06,5.68e-06,0,0,1.96e-06,1.2e-07,0,0,0,7.6e-07,3.416e-05,0.0003428,1.32e-06,0,1.76e-06,5.16e-06,0,3.6e-07
"90839-218",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-219",0.9999,0,0,0,1e-08,0,6e-08,0,0,0,0,0,0,0,1e-08,0,0,5.38e-06,0,0,0,0,9.324e-05,0,0,0,0,0,0,0,0,0,1.3e-06
"90839-220",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-221",0.992,3.28e-05,0,0.000144,0,0,0,0,2.4e-06,0,4.8e-06,0,0,0,0,9.04e-05,4.96e-05,0,2.4e-06,1.2e-05,5.76e-05,0,0,0,8e-06,0.0005768,0.0069352,2.64e-05,0,1.92e-05,3.68e-05,0,1.6e-06
"90839-222",0.9999,4.1e-07,0,5.7e-07,0,0,0,0,0,0,1e-08,2e-08,1e-08,0,1e-08,1.22e-06,1.33e-06,0,2e-08,6e-08,4.5e-07,0,0,0,1.5e-07,7.21e-06,8.614e-05,1.1e-07,0,3e-08,2.22e-06,0,3e-08
"90839-223",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-224",0.9975,8e-06,0,3.675e-05,0,0,0,0,0,0,2.5e-07,2.5e-07,0,0,2e-06,1.825e-05,1.375e-05,0,0,5e-07,1.35e-05,0,0,0,5e-06,0.00020075,0.00216275,2.75e-06,0,1.25e-06,3.275e-05,0,1.5e-06
"90839-225",0.9995,2.3e-06,5e-08,3.05e-06,0,0,0,6.5e-07,0,0,2.75e-06,0,1.5e-07,0,2.3e-06,1.7e-06,1.25e-06,0,9e-07,1.25e-06,5e-08,0,0,0,1.1e-06,4.285e-05,0.0004331,1.3e-06,0,3.45e-06,1.75e-06,0,5e-08
"90839-226",0.9933,2.412e-05,0,7.772e-05,0,0,0,0,0,0,2.01e-06,0,1.34e-06,0,2.01e-06,4.489e-05,7.37e-05,2.01e-06,6.7e-07,3.35e-06,2.479e-05,6.7e-07,2.01e-06,0,3.35e-06,0.00057486,0.00577272,2.01e-06,0,1.139e-05,5.896e-05,0,1.742e-05
"90839-227",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-228",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-229",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-230",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-231",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
