"","mixture_collection","indiv","repunit","rep_pofz"
"427","JSOES_May2024","90839-215","chinook",1
"428","JSOES_May2024","90839-215","chum",2.94919626096467e-85
"429","JSOES_May2024","90839-216","chinook",1
"430","JSOES_May2024","90839-216","chum",1.35300083880764e-61
"431","JSOES_May2024","90839-217","chinook",1
"432","JSOES_May2024","90839-217","chum",9.23179560725189e-77
"433","JSOES_May2024","90839-218","chinook",1
"434","JSOES_May2024","90839-218","chum",2.92539728329207e-90
"435","JSOES_May2024","90839-219","chinook",1
"436","JSOES_May2024","90839-219","chum",4.67865783152842e-88
"437","JSOES_May2024","90839-220","chinook",1
"438","JSOES_May2024","90839-220","chum",1.69678242582437e-93
"439","JSOES_May2024","90839-221","chinook",1
"440","JSOES_May2024","90839-221","chum",7.5592201030377e-76
"441","JSOES_May2024","90839-222","chinook",1
"442","JSOES_May2024","90839-222","chum",9.41542552751209e-70
"443","JSOES_May2024","90839-223","chinook",1
"444","JSOES_May2024","90839-223","chum",1.45089086922029e-75
"445","JSOES_May2024","90839-224","chinook",1
"446","JSOES_May2024","90839-224","chum",2.11065894658914e-88
"447","JSOES_May2024","90839-225","chinook",1
"448","JSOES_May2024","90839-225","chum",4.41428917270192e-68
"449","JSOES_May2024","90839-226","chinook",1
"450","JSOES_May2024","90839-226","chum",1.18067093485062e-75
"451","JSOES_May2024","90839-227","chinook",1
"452","JSOES_May2024","90839-227","chum",1.76754835970666e-94
"453","JSOES_May2024","90839-228","chinook",1
"454","JSOES_May2024","90839-228","chum",1.22557030081852e-95
"455","JSOES_May2024","90839-229","chinook",1
"456","JSOES_May2024","90839-229","chum",5.40942101821032e-70
"457","JSOES_May2024","90839-230","chinook",1
"458","JSOES_May2024","90839-230","chum",1.14170274354588e-56
"459","JSOES_May2024","90839-231","chinook",1
"460","JSOES_May2024","90839-231","chum",5.33912337818093e-76
"461","JSOES_May2024","90839-232","chum",0.999999999999862
"462","JSOES_May2024","90839-232","pink",1.42707170643401e-13
"463","JSOES_May2024","90839-233","chinook",1
"464","JSOES_May2024","90839-233","chum",2.3757431306566e-89
"465","JSOES_May2024","90839-234","chinook",1
"466","JSOES_May2024","90839-234","chum",2.75009293684377e-79
"467","JSOES_May2024","90839-235","chum",7.22078091442189e-45
"468","JSOES_May2024","90839-235","sockeye",1
"469","JSOES_May2024","90839-236","chinook",1
"470","JSOES_May2024","90839-236","chum",2.11731834950022e-86
"471","JSOES_May2024","90839-237","chinook",1
"472","JSOES_May2024","90839-237","chum",1.25950602335904e-63
"473","JSOES_May2024","90839-238","chinook",1
"474","JSOES_May2024","90839-238","chum",9.71439009723874e-87
"475","JSOES_May2024","90839-239","chinook",1
"476","JSOES_May2024","90839-239","chum",7.10193405944691e-87
"477","JSOES_May2024","90839-240","chinook",1
"478","JSOES_May2024","90839-240","chum",2.95811402426546e-67
"479","JSOES_May2024","90839-241","chinook",1
"480","JSOES_May2024","90839-241","chum",2.74452233276904e-59
"481","JSOES_May2024","90839-242","chinook",1
"482","JSOES_May2024","90839-242","chum",1.42037976736856e-53
"483","JSOES_May2024","90839-243","chinook",1
"484","JSOES_May2024","90839-243","chum",8.59399951634903e-77
"485","JSOES_May2024","90839-244","chinook",1
"486","JSOES_May2024","90839-244","chum",2.74401883145508e-69
"487","JSOES_May2024","90839-245","chinook",1
"488","JSOES_May2024","90839-245","chum",9.30010438030695e-71
"489","JSOES_May2024","90839-246","chinook",1
"490","JSOES_May2024","90839-246","chum",5.38675042015201e-60
"491","JSOES_May2024","90839-247","chinook",1
"492","JSOES_May2024","90839-247","chum",1.51904653862933e-77
"493","JSOES_May2024","90839-248","chinook",1
"494","JSOES_May2024","90839-248","chum",3.86908573535466e-66
"495","JSOES_May2024","90839-249","chum",1
"496","JSOES_May2024","90839-249","sockeye",3.28188422487285e-16
"497","JSOES_May2024","90839-250","chinook",1
"498","JSOES_May2024","90839-250","chum",1.30275017955549e-63
"499","JSOES_May2024","90839-251","chinook",1
"500","JSOES_May2024","90839-251","chum",1.7458102223887e-60
"501","JSOES_May2024","90839-252","chinook",1
"502","JSOES_May2024","90839-252","chum",2.49413589789241e-72
"503","JSOES_May2024","90839-253","chinook",1
"504","JSOES_May2024","90839-253","chum",2.05227417193192e-94
"505","JSOES_May2024","90839-254","chum",0.99998406976301
"506","JSOES_May2024","90839-254","sockeye",1.59270625749702e-05
"507","JSOES_May2024","90839-255","chinook",1
"508","JSOES_May2024","90839-255","chum",3.82110672708228e-89
"509","JSOES_May2024","90839-256","chinook",1
"510","JSOES_May2024","90839-256","chum",3.03106161130194e-50
"511","JSOES_May2024","90839-257","chinook",1
"512","JSOES_May2024","90839-257","chum",3.76272585290352e-75
"513","JSOES_May2024","90839-258","chinook",1
"514","JSOES_May2024","90839-258","chum",4.9875026116979e-77
"515","JSOES_May2024","90839-259","chum",1
"516","JSOES_May2024","90839-259","pink",1.85174883543254e-16
"517","JSOES_May2024","90839-260","chinook",1
"518","JSOES_May2024","90839-260","chum",2.34685191966005e-77
"519","JSOES_May2024","90839-261","chinook",1
"520","JSOES_May2024","90839-261","chum",3.48113848483229e-33
"521","JSOES_May2024","90839-262","chinook",1
"522","JSOES_May2024","90839-262","chum",3.71618569045269e-61
"523","JSOES_May2024","90839-263","chinook",1
"524","JSOES_May2024","90839-263","chum",5.2862127799033e-101
"525","JSOES_May2024","90839-264","chinook",1
"526","JSOES_May2024","90839-264","chum",3.49433455931073e-78
"527","JSOES_May2024","90839-265","chinook",1
"528","JSOES_May2024","90839-265","chum",2.64029719395292e-76
"529","JSOES_May2024","90839-266","chinook",1
"530","JSOES_May2024","90839-266","chum",2.18249704685361e-77
"531","JSOES_May2024","90839-267","chinook",1
"532","JSOES_May2024","90839-267","chum",2.8474655706076e-70
"533","JSOES_May2024","90839-268","chinook",1
"534","JSOES_May2024","90839-268","chum",9.13978688423483e-94
"535","JSOES_May2024","90839-269","chinook",1
"536","JSOES_May2024","90839-269","steelhead",3.08450998804428e-92
"537","JSOES_May2024","90839-270","chinook",1
"538","JSOES_May2024","90839-270","chum",1.69308010157045e-75
"539","JSOES_May2024","90839-271","chinook",1
"540","JSOES_May2024","90839-271","chum",1.04200771397758e-72
"541","JSOES_May2024","90839-272","chinook",1
"542","JSOES_May2024","90839-272","chum",1.14598461822964e-77
"543","JSOES_May2024","90839-273","chinook",1
"544","JSOES_May2024","90839-273","chum",1.09277202482109e-74
"545","JSOES_May2024","90839-274","chinook",1
"546","JSOES_May2024","90839-274","chum",1.35527968740826e-77
"547","JSOES_May2024","90839-275","chinook",1
"548","JSOES_May2024","90839-275","chum",3.39104001519074e-76
"549","JSOES_May2024","90839-276","chinook",1
"550","JSOES_May2024","90839-276","chum",2.57934255875075e-91
"551","JSOES_May2024","90839-277","chum",0.999999999999373
"552","JSOES_May2024","90839-277","sockeye",6.28205128185325e-13
"553","JSOES_May2024","90839-278","chinook",1
"554","JSOES_May2024","90839-278","chum",1.97354927244253e-93
"555","JSOES_May2024","90839-279","chinook",1
"556","JSOES_May2024","90839-279","chum",5.47366968502795e-71
"557","JSOES_May2024","90839-280","chinook",1
"558","JSOES_May2024","90839-280","chum",1.68920008400176e-97
"559","JSOES_May2024","90839-281","chinook",1
"560","JSOES_May2024","90839-281","chum",2.04336922857734e-65
"561","JSOES_May2024","90839-282","chinook",1
"562","JSOES_May2024","90839-282","chum",9.69719497169734e-90
"563","JSOES_May2024","90839-283","chinook",1
"564","JSOES_May2024","90839-283","chum",2.22157411529542e-77
"565","JSOES_May2024","90839-284","chinook",1
"566","JSOES_May2024","90839-284","chum",2.23077316153725e-69
"567","JSOES_May2024","90839-285","chinook",1
"568","JSOES_May2024","90839-285","chum",3.26227905730885e-98
"569","JSOES_May2024","90839-286","chinook",1
"570","JSOES_May2024","90839-286","chum",2.78132402502332e-81
"571","JSOES_May2024","90839-287","chinook",1
"572","JSOES_May2024","90839-287","chum",3.79603414241415e-79
"573","JSOES_May2024","90839-288","chinook",1
"574","JSOES_May2024","90839-288","chum",1.76457842726671e-77
"575","JSOES_May2024","90839-289","chinook",1
"576","JSOES_May2024","90839-289","chum",4.54700039389028e-66
"577","JSOES_May2024","90839-290","chinook",1
"578","JSOES_May2024","90839-290","chum",7.96198049797485e-83
"579","JSOES_May2024","90839-291","chinook",1
"580","JSOES_May2024","90839-291","chum",1.18978200965133e-74
"581","JSOES_May2024","90839-292","chinook",1
"582","JSOES_May2024","90839-292","chum",5.53562451601182e-75
"583","JSOES_May2024","90839-293","chinook",1
"584","JSOES_May2024","90839-293","chum",2.54800282004435e-97
"585","JSOES_May2024","90839-294","chinook",1
"586","JSOES_May2024","90839-294","chum",2.93206517776912e-62
"587","JSOES_May2024","90839-295","chinook",1
"588","JSOES_May2024","90839-295","chum",7.42101508490473e-78
"589","JSOES_May2024","90839-296","chinook",1
"590","JSOES_May2024","90839-296","chum",5.99376867977348e-80
"591","JSOES_May2024","90839-297","chum",0.999999999999881
"592","JSOES_May2024","90839-297","sockeye",1.27970042739846e-13
"593","JSOES_May2024","90839-298","chinook",1
"594","JSOES_May2024","90839-298","chum",3.31693514951773e-78
"595","JSOES_May2024","90839-299","chinook",1
"596","JSOES_May2024","90839-299","chum",6.38019358727381e-61
"597","JSOES_May2024","90839-300","chinook",1
"598","JSOES_May2024","90839-300","steelhead",4.76299738289712e-94
"599","JSOES_May2024","90839-301","chinook",1
"600","JSOES_May2024","90839-301","chum",1.00134362514069e-49
"601","JSOES_May2024","90839-302","chinook",1
"602","JSOES_May2024","90839-302","chum",4.49062380775788e-61
"603","JSOES_May2024","90839-303","chinook",6.98255308557112e-10
"604","JSOES_May2024","90839-303","chum",0.999999999293235
"605","JSOES_May2024","90839-304","chinook",1
"606","JSOES_May2024","90839-304","chum",1.48409668814001e-67
"607","JSOES_May2024","90839-305","chinook",1
"608","JSOES_May2024","90839-305","chum",3.50142573739423e-85
"609","JSOES_May2024","90839-306","chinook",1
"610","JSOES_May2024","90839-306","chum",6.02619986427949e-82
"611","JSOES_May2024","90839-307","chinook",1
"612","JSOES_May2024","90839-307","chum",3.95503625158663e-71
"613","JSOES_May2024","90839-308","chinook",1
"614","JSOES_May2024","90839-308","chum",1.34520771286782e-93
"615","JSOES_May2024","90839-309","chinook",1
"616","JSOES_May2024","90839-309","chum",2.44071462529869e-86
"617","JSOES_May2024","90839-310","chinook",1
"618","JSOES_May2024","90839-310","chum",4.67296076750233e-85
"619","JSOES_May2024","90839-311","chinook",1
"620","JSOES_May2024","90839-311","chum",4.73058388987952e-71
"621","JSOES_May2024","90839-312","chinook",1
"622","JSOES_May2024","90839-312","chum",1.09707676485691e-66
"623","JSOES_May2024","90839-313","chinook",1
"624","JSOES_May2024","90839-313","chum",1.63224716943999e-88
"625","JSOES_May2024","90839-314","chinook",1
"626","JSOES_May2024","90839-314","chum",6.0925948889568e-59
"627","JSOES_May2024","90839-315","chinook",1
"628","JSOES_May2024","90839-315","chum",2.17191672816122e-82
"629","JSOES_May2024","90839-316","chinook",1
"630","JSOES_May2024","90839-316","chum",1.32359318490823e-70
"631","JSOES_May2024","90839-317","chinook",1
"632","JSOES_May2024","90839-317","chum",6.1715016816478e-89
"633","JSOES_May2024","90839-318","chinook",1
"634","JSOES_May2024","90839-318","chum",4.7936449564746e-68
"635","JSOES_May2024","90839-319","chinook",1
"636","JSOES_May2024","90839-319","chum",3.31167457979272e-72
"637","JSOES_May2024","90839-320","chinook",1
"638","JSOES_May2024","90839-320","chum",2.12656848998034e-79
"639","JSOES_May2024","90839-321","chinook",1
"640","JSOES_May2024","90839-321","steelhead",2.72271992879199e-79
"641","JSOES_May2024","90839-322","chinook",1
"642","JSOES_May2024","90839-322","chum",1.97593441370237e-86
"643","JSOES_May2024","90839-323","chinook",1
"644","JSOES_May2024","90839-323","chum",1.23899272085642e-90
"645","JSOES_May2024","90839-324","chinook",1
"646","JSOES_May2024","90839-324","chum",7.7151408447297e-71
"647","JSOES_May2024","90839-325","chinook",1
"648","JSOES_May2024","90839-325","chum",1.0785652085173e-71
"649","JSOES_May2024","90839-326","chinook",1
"650","JSOES_May2024","90839-326","chum",3.06380612605886e-57
"651","JSOES_May2024","90839-327","chinook",1
"652","JSOES_May2024","90839-327","chum",2.55600402226448e-48
"653","JSOES_May2024","90839-328","chinook",1
"654","JSOES_May2024","90839-328","chum",1.5816287762136e-72
"655","JSOES_May2024","90839-329","chinook",1
"656","JSOES_May2024","90839-329","chum",5.70429188009327e-73
"657","JSOES_May2024","90839-330","chinook",1
"658","JSOES_May2024","90839-330","chum",6.62936900397153e-75
"659","JSOES_May2024","90839-331","chinook",1
"660","JSOES_May2024","90839-331","chum",1.32612589271515e-79
"661","JSOES_May2024","90839-332","chinook",1
"662","JSOES_May2024","90839-332","chum",1.49097603856706e-73
"663","JSOES_May2024","90839-333","chinook",1
"664","JSOES_May2024","90839-333","chum",2.78530027448292e-94
"665","JSOES_May2024","90839-334","chinook",1
"666","JSOES_May2024","90839-334","chum",1.21092163388985e-55
"667","JSOES_May2024","90839-335","chinook",1
"668","JSOES_May2024","90839-335","chum",5.60306427670597e-30
"669","JSOES_May2024","90839-336","chinook",1
"670","JSOES_May2024","90839-336","chum",1.15807581841469e-50
"671","JSOES_May2024","90839-337","chinook",1
"672","JSOES_May2024","90839-337","chum",2.96836096508487e-71
"673","JSOES_May2024","90839-338","chinook",1
"674","JSOES_May2024","90839-338","chum",2.15751424447142e-66
"675","JSOES_May2024","90839-339","chinook",1
"676","JSOES_May2024","90839-339","chum",3.25954644716525e-34
"677","JSOES_May2024","90839-340","chinook",1
"678","JSOES_May2024","90839-340","chum",2.67184448431115e-59
"679","JSOES_May2024","90839-341","chinook",1
"680","JSOES_May2024","90839-341","chum",6.02799884037301e-59
"681","JSOES_May2024","90839-342","chinook",1
"682","JSOES_May2024","90839-342","chum",3.04755066467225e-54
"683","JSOES_May2024","90839-343","chinook",1
"684","JSOES_May2024","90839-343","chum",2.21128029267272e-42
"685","JSOES_May2024","90839-344","chinook",1
"686","JSOES_May2024","90839-344","chum",4.56240168419468e-74
"687","JSOES_May2024","90839-345","chinook",1
"688","JSOES_May2024","90839-345","chum",1.31882063499647e-87
"689","JSOES_May2024","90839-346","chum",0.999999999993838
"690","JSOES_May2024","90839-346","sockeye",4.6136076695105e-12
"691","JSOES_May2024","90839-347","chinook",1
"692","JSOES_May2024","90839-347","chum",2.55788089961201e-84
"693","JSOES_May2024","90839-348","chinook",1
"694","JSOES_May2024","90839-348","chum",3.65567991148042e-64
"695","JSOES_May2024","90839-349","chinook",1
"696","JSOES_May2024","90839-349","chum",6.29041710250934e-73
"697","JSOES_May2024","90839-350","chinook",1
"698","JSOES_May2024","90839-350","chum",2.52689042811909e-82
"699","JSOES_May2024","90839-351","chinook",1
"700","JSOES_May2024","90839-351","chum",6.57140908189999e-85
"701","JSOES_May2024","90839-352","chinook",1
"702","JSOES_May2024","90839-352","chum",6.41534089837525e-63
"703","JSOES_May2024","90839-353","chinook",1
"704","JSOES_May2024","90839-353","chum",7.69659710774002e-82
"705","JSOES_May2024","90839-354","chinook",1
"706","JSOES_May2024","90839-354","steelhead",1.92905973071905e-68
"707","JSOES_May2024","90839-355","chinook",1
"708","JSOES_May2024","90839-355","chum",2.91530710813121e-102
"709","JSOES_May2024","90839-356","chinook",1
"710","JSOES_May2024","90839-356","chum",2.09894291387957e-76
"711","JSOES_May2024","90839-357","chinook",1
"712","JSOES_May2024","90839-357","chum",1.68111370044227e-95
"713","JSOES_May2024","90839-358","chinook",1
"714","JSOES_May2024","90839-358","chum",3.07097744201273e-64
"715","JSOES_May2024","90839-359","chinook",1
"716","JSOES_May2024","90839-359","steelhead",9.64143845812041e-60
"717","JSOES_May2024","90839-360","chinook",1
"718","JSOES_May2024","90839-360","chum",9.24091302209558e-70
"719","JSOES_May2024","90839-361","chinook",1
"720","JSOES_May2024","90839-361","chum",3.46408905175469e-62
"721","JSOES_May2024","90839-362","chinook",1
"722","JSOES_May2024","90839-362","chum",1.58897405617992e-54
"723","JSOES_May2024","90839-363","chinook",1
"724","JSOES_May2024","90839-363","chum",8.57385485273195e-74
"725","JSOES_May2024","90839-364","chinook",1
"726","JSOES_May2024","90839-364","chum",5.49383991426203e-50
"727","JSOES_May2024","90839-365","chinook",1
"728","JSOES_May2024","90839-365","chum",1.33378651082654e-85
"729","JSOES_May2024","90839-366","chinook",1
"730","JSOES_May2024","90839-366","steelhead",1.1195824531119e-97
"731","JSOES_May2024","90839-367","chinook",1
"732","JSOES_May2024","90839-367","chum",7.66486846239423e-83
"733","JSOES_May2024","90839-368","chinook",1
"734","JSOES_May2024","90839-368","chum",5.60599411962685e-82
"735","JSOES_May2024","90839-369","chum",0.523743255489714
"736","JSOES_May2024","90839-369","sockeye",0.476252829069873
"737","JSOES_May2024","90839-370","chinook",1
"738","JSOES_May2024","90839-370","chum",3.22420497445179e-60
"739","JSOES_May2024","90839-371","chinook",1
"740","JSOES_May2024","90839-371","chum",1.28410180871489e-68
"741","JSOES_May2024","90839-372","chinook",1
"742","JSOES_May2024","90839-372","chum",3.51573552853983e-80
"743","JSOES_May2024","90839-373","chinook",1
"744","JSOES_May2024","90839-373","chum",2.60454839873845e-92
"745","JSOES_May2024","90839-374","chinook",1
"746","JSOES_May2024","90839-374","chum",1.52553771370465e-61
"747","JSOES_May2024","90839-375","chinook",1
"748","JSOES_May2024","90839-375","chum",1.73558287281835e-67
"749","JSOES_May2024","90839-376","chinook",1
"750","JSOES_May2024","90839-376","chum",5.98103643373301e-88
"751","JSOES_May2024","90839-377","chinook",1
"752","JSOES_May2024","90839-377","chum",2.62130096026887e-82
"753","JSOES_May2024","90839-378","chinook",1
"754","JSOES_May2024","90839-378","chum",1.3677734304362e-72
"755","JSOES_May2024","90839-379","chinook",1
"756","JSOES_May2024","90839-379","chum",2.48892086050706e-65
"757","JSOES_May2024","90839-380","chinook",1
"758","JSOES_May2024","90839-380","chum",3.48713277219583e-62
"759","JSOES_May2024","90839-381","chinook",1
"760","JSOES_May2024","90839-381","chum",4.86802885025703e-79
"761","JSOES_May2024","90839-382","chinook",1
"762","JSOES_May2024","90839-382","chum",3.97102894971383e-81
"763","JSOES_May2024","90839-383","chinook",1
"764","JSOES_May2024","90839-383","chum",2.34696285640814e-76
"765","JSOES_May2024","90839-384","chinook",1
"766","JSOES_May2024","90839-384","chum",3.36722619643509e-72
"767","JSOES_May2024","90839-385","chinook",1
"768","JSOES_May2024","90839-385","chum",3.02739927760705e-83
"769","JSOES_May2024","90839-386","chinook",1
"770","JSOES_May2024","90839-386","chum",5.81666537102009e-92
"771","JSOES_May2024","90839-387","chinook",1
"772","JSOES_May2024","90839-387","chum",2.15270260544556e-85
"773","JSOES_May2024","90839-388","chinook",1
"774","JSOES_May2024","90839-388","chum",1.60844038758756e-71
"775","JSOES_May2024","90839-389","chinook",1
"776","JSOES_May2024","90839-389","chum",3.24235951422085e-99
"777","JSOES_May2024","90839-390","chinook",1
"778","JSOES_May2024","90839-390","chum",5.5048440800446e-73
"779","JSOES_May2024","90839-391","chinook",1
"780","JSOES_May2024","90839-391","chum",6.42250396221769e-83
"781","JSOES_May2024","90839-392","chinook",1
"782","JSOES_May2024","90839-392","chum",1.71560079726134e-70
"783","JSOES_May2024","90839-393","chinook",1
"784","JSOES_May2024","90839-393","chum",1.08029340306348e-85
"785","JSOES_May2024","90839-394","chinook",1
"786","JSOES_May2024","90839-394","chum",3.2349586773465e-79
"787","JSOES_May2024","90839-395","chinook",1
"788","JSOES_May2024","90839-395","chum",1.07465331924278e-75
"789","JSOES_May2024","90839-396","chum",0.999999999999829
"790","JSOES_May2024","90839-396","sockeye",1.75862110392777e-13
"791","JSOES_May2024","90839-397","chinook",1
"792","JSOES_May2024","90839-397","chum",1.47820641785282e-57
"793","JSOES_May2024","90839-398","chinook",1
"794","JSOES_May2024","90839-398","chum",2.3291365857685e-32
"795","JSOES_May2024","90839-399","chinook",1
"796","JSOES_May2024","90839-399","chum",2.17717219240752e-44
"797","JSOES_May2024","90839-400","chinook",1
"798","JSOES_May2024","90839-400","chum",1.5047398266042e-37
"799","JSOES_May2024","90839-401","chinook",1
"800","JSOES_May2024","90839-401","chum",2.37183283996997e-65
"801","JSOES_May2024","90839-402","chinook",1
"802","JSOES_May2024","90839-402","chum",1.8469929862367e-63
"803","JSOES_May2024","90839-403","chinook",1
"804","JSOES_May2024","90839-403","chum",2.4077000725969e-76
"805","JSOES_May2024","90839-404","chinook",1
"806","JSOES_May2024","90839-404","chum",8.5500685782098e-68
"807","JSOES_May2024","90839-405","chinook",1
"808","JSOES_May2024","90839-405","chum",6.30121408935184e-84
"809","JSOES_May2024","90839-407","chinook",1
"810","JSOES_May2024","90839-407","chum",5.74923114297243e-66
"811","JSOES_May2024","90839-408","chinook",1
"812","JSOES_May2024","90839-408","chum",2.44482057647545e-56
"813","JSOES_May2024","90839-409","chinook",1
"814","JSOES_May2024","90839-409","chum",5.20237189279566e-58
"815","JSOES_May2024","90839-410","chinook",1
"816","JSOES_May2024","90839-410","chum",7.58006653448807e-73
"817","JSOES_May2024","90839-411","chinook",1
"818","JSOES_May2024","90839-411","chum",2.59375630271674e-108
"819","JSOES_May2024","90839-412","chinook",1
"820","JSOES_May2024","90839-412","chum",9.01760867187041e-57
"821","JSOES_May2024","90839-413","chinook",1
"822","JSOES_May2024","90839-413","chum",4.95530240566289e-87
"823","JSOES_May2024","90839-414","chinook",1
"824","JSOES_May2024","90839-414","chum",1.48582058603396e-68
"825","JSOES_May2024","90839-415","chinook",1
"826","JSOES_May2024","90839-415","chum",6.63989212012938e-78
"827","JSOES_May2024","90839-416","chinook",1
"828","JSOES_May2024","90839-416","steelhead",3.93309668816549e-84
"829","JSOES_May2024","90839-417","chinook",1
"830","JSOES_May2024","90839-417","chum",1.0159687668426e-81
"831","JSOES_May2024","90839-418","chinook",1
"832","JSOES_May2024","90839-418","chum",1.62885094601793e-80
"833","JSOES_May2024","90839-419","chinook",1
"834","JSOES_May2024","90839-419","chum",1.24480737122956e-48
"835","JSOES_May2024","90839-420","chinook",1
"836","JSOES_May2024","90839-420","chum",1.53276657242967e-65
"837","JSOES_May2024","90839-421","chinook",1
"838","JSOES_May2024","90839-421","chum",1.91123771980358e-84
"839","JSOES_May2024","90839-422","chinook",1
"840","JSOES_May2024","90839-422","chum",5.9333679017093e-65
"841","JSOES_May2024","90839-423","chinook",1
"842","JSOES_May2024","90839-423","chum",1.79161247002787e-43
"843","JSOES_May2024","90839-424","chinook",1
"844","JSOES_May2024","90839-424","chum",2.56324443063488e-61
"845","JSOES_May2024","90839-425","chinook",1
"846","JSOES_May2024","90839-425","chum",3.19762766814326e-37
"847","JSOES_May2024","90839-426","chinook",1
"848","JSOES_May2024","90839-426","chum",6.27641594496233e-64
"849","JSOES_May2024","90839-427","chinook",1
"850","JSOES_May2024","90839-427","chum",3.42810465857428e-97
